sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:11:10.741989+00:00;P0;28.50
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:11:32.369552+00:00;humidity;28.50
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:11:32.369552+00:00;temperature;28.70
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:14:19.096348+00:00;P2;35.20
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:14:19.096348+00:00;P1;41.60
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:14:19.096348+00:00;P0;22.80
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:14:40.760286+00:00;humidity;28.60
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:14:40.760286+00:00;temperature;28.50
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:17:27.290985+00:00;P2;40.50
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:17:27.290985+00:00;P1;50.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:17:27.290985+00:00;P0;27.50
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:17:48.936219+00:00;humidity;28.60
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:17:48.936219+00:00;temperature;28.40
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:20:35.706355+00:00;P2;65.80
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:20:35.706355+00:00;P1;75.60
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:20:35.706355+00:00;P0;45.60
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:20:57.489187+00:00;humidity;28.90
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:20:57.489187+00:00;temperature;28.20
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:23:43.986107+00:00;P2;45.50
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:23:43.986107+00:00;P1;59.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:23:43.986107+00:00;P0;31.00
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:24:05.647621+00:00;humidity;29.40
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:24:05.647621+00:00;temperature;28.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:26:52.357472+00:00;P2;45.33
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:26:52.357472+00:00;P1;54.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:26:52.357472+00:00;P0;29.67
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:27:14.043657+00:00;humidity;29.50
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:27:14.043657+00:00;temperature;27.90
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:30:00.547459+00:00;P2;42.20
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:30:00.547459+00:00;P1;54.80
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:30:00.547459+00:00;P0;27.40
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:30:22.195547+00:00;humidity;29.50
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:30:22.195547+00:00;temperature;27.80
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:33:08.928286+00:00;P2;46.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:33:08.928286+00:00;P1;56.20
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:33:08.928286+00:00;P0;30.60
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:33:30.532435+00:00;humidity;29.70
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:33:30.532435+00:00;temperature;27.70
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:36:17.032578+00:00;P2;38.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:36:17.032578+00:00;P1;45.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:36:17.032578+00:00;P0;24.00
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:40:29.273411+00:00;humidity;29.80
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:40:29.273411+00:00;temperature;27.40
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:43:15.733397+00:00;P2;37.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:43:15.733397+00:00;P1;45.75
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:43:15.733397+00:00;P0;25.00
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:43:37.402931+00:00;humidity;29.90
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:43:37.402931+00:00;temperature;27.20
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:47:06.819186+00:00;humidity;30.30
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:47:06.819186+00:00;temperature;27.10
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:49:53.315354+00:00;P2;34.50
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:49:53.315354+00:00;P1;40.75
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:49:53.315354+00:00;P0;23.50
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:50:14.954667+00:00;humidity;30.70
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:50:14.954667+00:00;temperature;26.90
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:53:02.164791+00:00;P2;28.20
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:53:02.164791+00:00;P1;28.20
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:53:02.164791+00:00;P0;17.80
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:53:23.824014+00:00;humidity;31.10
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:53:23.824014+00:00;temperature;26.70
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:56:10.263583+00:00;P2;30.60
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:56:10.263583+00:00;P1;35.20
